,day_times,day_times,day_times,day_times,day_times,day_times
7721,1.0,0.0,0.0,0.0,0.0,0.0
7722,1974.0,8.0,3.0,0.0,0.0,0.0
7731,303.0,16.0,0.0,0.0,0.0,0.0
7732,265.0,1.0,3.0,9.0,0.0,0.0
7746,220.0,3.0,68.0,0.0,0.0,0.0
7763,3.0,1.0,1.0,0.0,0.0,0.0
7764,146.0,1.0,0.0,0.0,0.0,0.0
7770,1.0,0.0,0.0,0.0,0.0,0.0
7795,221.0,2.0,0.0,0.0,0.0,0.0
7819,577.0,73.0,17.0,0.0,0.0,0.0
7867,666.0,3.0,0.0,0.0,0.0,0.0
7891,63.0,0.0,1.0,0.0,0.0,0.0
7930,6.0,0.0,0.0,0.0,0.0,0.0
7954,359.0,4.0,0.0,0.0,0.0,0.0
7982,1468.0,44.0,3.0,0.0,0.0,0.0
8007,30.0,0.0,0.0,0.0,0.0,0.0
8057,1251.0,30.0,35.0,10.0,0.0,0.0
8088,5.0,0.0,0.0,0.0,0.0,0.0
8097,6.0,3.0,1.0,0.0,0.0,0.0
8145,3329.0,193.0,12.0,1.0,0.0,0.0
8192,1.0,1.0,0.0,0.0,0.0,0.0
8226,1069.0,107.0,1.0,0.0,0.0,0.0
8241,19.0,0.0,0.0,0.0,0.0,0.0
8255,524.0,1.0,10.0,4.0,0.0,0.0
8294,45.0,58.0,0.0,0.0,0.0,0.0
8322,139.0,1.0,0.0,1.0,0.0,0.0
8339,3502.0,50.0,3.0,1.0,0.0,0.0
8424,60.0,1.0,1.0,0.0,0.0,0.0
8442,66.0,0.0,0.0,0.0,0.0,0.0
8446,21.0,1.0,2.0,0.0,0.0,0.0
8520,433.0,5.0,2.0,0.0,0.0,0.0
8522,33.0,0.0,0.0,0.0,0.0,0.0
8542,2.0,0.0,0.0,0.0,0.0,0.0
8677,480.0,19.0,2.0,0.0,0.0,0.0
8766,98.0,0.0,0.0,0.0,0.0,0.0
8778,221.0,29.0,5.0,0.0,0.0,0.0
8790,58.0,1.0,0.0,0.0,0.0,0.0
8797,2.0,1.0,0.0,0.0,0.0,0.0
8808,243.0,7.0,2.0,0.0,0.0,0.0
8931,553.0,6.0,11.0,0.0,0.0,0.0
8973,4.0,0.0,0.0,1.0,0.0,0.0
9003,59.0,0.0,0.0,1.0,0.0,0.0
9005,44.0,2.0,0.0,0.0,0.0,0.0
9010,56.0,2.0,0.0,0.0,0.0,0.0
9012,1410.0,11.0,13.0,0.0,0.0,0.0
9117,338.0,11.0,15.0,0.0,0.0,0.0
9137,195.0,0.0,0.0,0.0,0.0,0.0
9203,110.0,0.0,0.0,0.0,0.0,0.0
9236,234.0,0.0,0.0,0.0,0.0,0.0
9240,1.0,0.0,0.0,0.0,0.0,0.0
9321,56.0,0.0,1.0,0.0,0.0,0.0
9327,4015.0,2204.0,1.0,0.0,0.0,0.0
9395,224.0,4.0,11.0,0.0,0.0,0.0
9422,7.0,0.0,0.0,0.0,0.0,0.0
9434,1317.0,6.0,6.0,0.0,0.0,0.0
9463,353.0,10.0,2.0,0.0,0.0,0.0
9533,3308.0,67.0,55.0,8.0,0.0,0.0
9565,66.0,0.0,0.0,0.0,0.0,0.0
9587,1071.0,0.0,9.0,0.0,0.0,0.0
9699,15.0,3.0,0.0,0.0,0.0,0.0
9731,63.0,1.0,0.0,1.0,0.0,0.0
9759,24.0,0.0,0.0,0.0,0.0,0.0
9762,35.0,0.0,1.0,0.0,0.0,0.0
9778,1.0,0.0,0.0,0.0,0.0,0.0
9784,33.0,0.0,1.0,0.0,0.0,0.0
9845,423.0,4.0,4.0,15.0,0.0,1.0
9901,102.0,3.0,3.0,0.0,0.0,0.0
9902,85.0,0.0,0.0,0.0,0.0,0.0
9905,55.0,3.0,0.0,0.0,0.0,0.0
9910,25.0,0.0,0.0,0.0,0.0,0.0
9994,1523.0,4.0,11.0,0.0,0.0,0.0
10075,1.0,0.0,0.0,0.0,0.0,0.0
10088,218.0,2.0,0.0,0.0,0.0,0.0
10098,42.0,0.0,0.0,1.0,0.0,0.0
10130,802.0,43.0,27.0,0.0,0.0,0.0
10237,37.0,1.0,0.0,0.0,0.0,0.0
10281,109.0,0.0,0.0,0.0,0.0,0.0
10282,1279.0,4.0,4.0,0.0,0.0,0.0
10284,1.0,1.0,0.0,0.0,0.0,0.0
10300,3347.0,1.0,10.0,0.0,0.0,0.0
10329,206.0,0.0,0.0,0.0,0.0,0.0
10432,142.0,0.0,0.0,0.0,0.0,0.0
10446,195.0,20.0,2.0,1.0,0.0,0.0
10493,1138.0,8.0,6.0,0.0,0.0,0.0
10501,20.0,5.0,1.0,0.0,0.0,0.0
10518,95.0,0.0,1.0,1.0,0.0,0.0
10528,1076.0,25.0,48.0,0.0,0.0,0.0
10557,41.0,1.0,0.0,0.0,0.0,0.0
10562,159.0,11.0,2.0,0.0,0.0,0.0
10573,489.0,2.0,1.0,0.0,0.0,0.0
10688,1041.0,1.0,9.0,0.0,0.0,0.0
10718,83.0,1.0,1.0,0.0,0.0,0.0
10733,1.0,0.0,0.0,0.0,0.0,0.0
10755,1058.0,4.0,4.0,0.0,0.0,0.0
10825,20.0,0.0,0.0,0.0,0.0,0.0
10845,15.0,1.0,0.0,0.0,0.0,0.0
10858,18.0,1.0,0.0,0.0,0.0,0.0
10879,388.0,2.0,1.0,0.0,0.0,0.0
10914,10.0,0.0,0.0,0.0,0.0,0.0
10929,3.0,0.0,2.0,0.0,0.0,0.0
10933,100.0,0.0,0.0,0.0,0.0,0.0
11003,389.0,1.0,0.0,1.0,0.0,0.0
11048,29.0,2.0,3.0,0.0,0.0,0.0
11077,798.0,10.0,4.0,0.0,0.0,0.0
11080,36.0,2.0,0.0,0.0,0.0,0.0
11089,21.0,0.0,0.0,2.0,0.0,0.0
11134,1.0,0.0,0.0,0.0,0.0,0.0
11173,15.0,8.0,3.0,0.0,0.0,0.0
11206,4.0,0.0,0.0,0.0,0.0,0.0
11207,380.0,2.0,3.0,1.0,0.0,0.0
11215,8.0,0.0,0.0,0.0,0.0,0.0
11233,6.0,0.0,0.0,0.0,0.0,0.0
11239,67.0,3.0,1.0,9.0,0.0,0.0
11251,55.0,13.0,3.0,0.0,0.0,0.0
11325,2.0,0.0,0.0,0.0,0.0,0.0
11331,864.0,1.0,7.0,1.0,0.0,0.0
11332,142.0,0.0,0.0,0.0,0.0,0.0
11344,612.0,22.0,3.0,5.0,0.0,0.0
11354,24.0,1.0,0.0,0.0,0.0,0.0
11385,6165.0,24.0,82.0,8.0,0.0,0.0
11434,2279.0,79.0,48.0,0.0,0.0,0.0
11447,994.0,33.0,15.0,0.0,0.0,0.0
11463,300.0,0.0,3.0,1.0,0.0,0.0
11484,16.0,0.0,0.0,0.0,0.0,0.0
11556,29.0,0.0,0.0,0.0,0.0,0.0
11602,2.0,0.0,0.0,0.0,0.0,0.0
11616,87.0,1.0,0.0,0.0,0.0,0.0
11626,140.0,3.0,7.0,0.0,0.0,0.0
11744,67.0,0.0,0.0,0.0,0.0,0.0
11747,51.0,0.0,0.0,0.0,0.0,0.0
11800,1654.0,77.0,13.0,23.0,0.0,0.0
11857,502.0,7.0,0.0,3.0,0.0,0.0
11887,153.0,52.0,9.0,0.0,0.0,0.0
11945,6.0,0.0,0.0,0.0,0.0,0.0
12006,94.0,6.0,4.0,0.0,0.0,0.0
12008,188.0,7.0,1.0,0.0,0.0,0.0
12018,3.0,0.0,0.0,0.0,0.0,0.0
12028,94.0,1.0,0.0,0.0,0.0,0.0
12034,196.0,4.0,0.0,3.0,0.0,0.0
12073,2491.0,1.0,14.0,1.0,0.0,0.0
12166,167.0,2.0,1.0,0.0,0.0,0.0
12222,55.0,0.0,1.0,0.0,0.0,0.0
12230,7.0,0.0,0.0,0.0,0.0,0.0
12233,33.0,0.0,0.0,1.0,0.0,0.0
12241,309.0,0.0,2.0,0.0,0.0,0.0
12252,104.0,1.0,1.0,0.0,0.0,0.0
12308,543.0,0.0,14.0,0.0,0.0,0.0
12312,350.0,1.0,4.0,0.0,0.0,0.0
12316,1865.0,8.0,31.0,1.0,0.0,0.0
12351,223.0,17.0,3.0,0.0,0.0,0.0
12357,94.0,0.0,0.0,1.0,0.0,0.0
12379,957.0,6.0,0.0,2.0,0.0,0.0
12456,13.0,7.0,1.0,0.0,0.0,0.0
12484,899.0,10.0,36.0,0.0,0.0,0.0
12644,1.0,1.0,0.0,0.0,0.0,0.0
12708,2152.0,32.0,46.0,0.0,0.0,0.0
12775,189.0,1.0,0.0,0.0,0.0,0.0
12786,59.0,0.0,2.0,0.0,0.0,0.0
12798,554.0,90.0,9.0,0.0,0.0,0.0
12807,785.0,6.0,5.0,0.0,0.0,0.0
12820,15.0,0.0,0.0,0.0,0.0,0.0
12828,7296.0,15.0,1.0,0.0,0.0,0.0
12829,321.0,73.0,0.0,0.0,0.0,0.0
12852,430.0,15.0,27.0,1.0,0.0,0.0
12856,3.0,0.0,0.0,1.0,0.0,0.0
12890,164.0,9.0,0.0,3.0,0.0,0.0
12891,257.0,21.0,1.0,6.0,0.0,1.0
12893,212.0,0.0,0.0,0.0,0.0,0.0
12945,1.0,0.0,0.0,0.0,0.0,0.0
12954,44.0,5.0,0.0,0.0,0.0,0.0
12968,3468.0,57.0,47.0,2.0,0.0,0.0
12973,30.0,0.0,1.0,0.0,0.0,0.0
12976,1.0,1.0,0.0,0.0,0.0,0.0
12994,595.0,5.0,2.0,2.0,0.0,0.0
13126,9.0,9.0,0.0,0.0,0.0,0.0
13129,239.0,3.0,0.0,0.0,0.0,0.0
13146,840.0,0.0,0.0,0.0,0.0,0.0
13210,122.0,3.0,1.0,7.0,0.0,0.0
13224,429.0,3.0,1.0,4.0,0.0,0.0
13266,245.0,36.0,1.0,1.0,0.0,0.0
13283,56.0,7.0,6.0,0.0,0.0,0.0
13314,1.0,0.0,0.0,0.0,0.0,0.0
13365,15.0,0.0,0.0,0.0,0.0,0.0
13371,44.0,0.0,0.0,0.0,0.0,0.0
13380,98.0,2.0,5.0,0.0,0.0,0.0
13391,638.0,0.0,9.0,0.0,0.0,0.0
13392,2.0,0.0,0.0,0.0,0.0,0.0
13402,21.0,0.0,0.0,0.0,0.0,0.0
13430,28.0,0.0,0.0,0.0,0.0,0.0
13434,6.0,3.0,0.0,0.0,0.0,0.0
13438,1246.0,7.0,19.0,1.0,0.0,0.0
13582,27.0,3.0,0.0,1.0,0.0,0.0
13621,33.0,0.0,0.0,0.0,0.0,0.0
13639,223.0,0.0,0.0,0.0,0.0,0.0
13744,80.0,0.0,0.0,0.0,0.0,0.0
13777,38.0,0.0,0.0,0.0,0.0,0.0
13828,994.0,7.0,9.0,0.0,0.0,0.0
13835,273.0,33.0,10.0,0.0,0.0,0.0
13846,173.0,0.0,0.0,0.0,0.0,0.0
13912,132.0,0.0,0.0,0.0,0.0,0.0
13914,7.0,3.0,0.0,0.0,0.0,0.0
13916,65.0,1.0,1.0,0.0,0.0,0.0
13959,685.0,46.0,3.0,0.0,0.0,0.0
13983,439.0,12.0,15.0,0.0,0.0,0.0
14018,385.0,14.0,3.0,0.0,0.0,0.0
14039,1999.0,1.0,2.0,0.0,0.0,0.0
14051,1660.0,4.0,3.0,0.0,0.0,0.0
14070,74.0,0.0,0.0,0.0,0.0,0.0
14109,271.0,41.0,4.0,0.0,0.0,0.0
14111,1.0,0.0,0.0,0.0,0.0,0.0
14158,162.0,1.0,20.0,0.0,0.0,0.0
14175,42.0,1.0,0.0,0.0,0.0,0.0
14183,648.0,0.0,1.0,0.0,0.0,0.0
14236,202.0,2.0,6.0,0.0,0.0,0.0
14251,1153.0,0.0,3.0,0.0,0.0,0.0
14253,1844.0,155.0,28.0,5.0,0.0,0.0
14282,388.0,4.0,0.0,4.0,0.0,0.0
14287,26.0,1.0,0.0,0.0,0.0,0.0
14313,227.0,8.0,0.0,0.0,0.0,0.0
14378,640.0,60.0,20.0,2.0,0.0,0.0
14393,789.0,15.0,8.0,1.0,0.0,0.0
14401,3030.0,4.0,4.0,0.0,0.0,0.0
14406,258.0,0.0,0.0,0.0,0.0,0.0
14460,321.0,20.0,0.0,3.0,0.0,0.0
14470,1807.0,0.0,2.0,1.0,0.0,0.0
14506,1488.0,12.0,12.0,0.0,0.0,0.0
14524,842.0,1.0,1.0,6.0,0.0,0.0
14570,11.0,0.0,1.0,0.0,0.0,0.0
14646,137.0,1.0,4.0,0.0,0.0,0.0
14649,72.0,0.0,0.0,0.0,0.0,0.0
14750,44.0,0.0,1.0,0.0,0.0,0.0
14769,75.0,12.0,4.0,0.0,0.0,0.0
14804,126.0,11.0,0.0,0.0,0.0,0.0
14808,73.0,1.0,2.0,0.0,0.0,0.0
14865,18.0,0.0,1.0,0.0,0.0,0.0
14892,6.0,0.0,0.0,0.0,0.0,0.0
14899,151.0,8.0,0.0,0.0,0.0,0.0
14935,462.0,7.0,1.0,1.0,0.0,0.0
14950,1093.0,5.0,40.0,1.0,0.0,0.0
14976,2282.0,27.0,43.0,0.0,0.0,0.0
14989,12.0,10.0,0.0,0.0,0.0,0.0
15079,3806.0,199.0,25.0,0.0,0.0,0.0
15089,619.0,7.0,13.0,9.0,0.0,0.0
15113,16.0,0.0,0.0,0.0,0.0,0.0
15117,34.0,4.0,0.0,0.0,0.0,0.0
15192,32.0,0.0,0.0,0.0,0.0,0.0
15245,712.0,6.0,5.0,0.0,0.0,0.0
15251,3.0,0.0,0.0,0.0,0.0,0.0
15277,26.0,1.0,0.0,0.0,0.0,0.0
15315,2.0,0.0,0.0,0.0,0.0,0.0
15368,1.0,0.0,0.0,0.0,0.0,0.0
15390,305.0,1.0,0.0,0.0,0.0,0.0
15417,468.0,1.0,3.0,0.0,0.0,0.0
15428,1.0,0.0,0.0,0.0,0.0,0.0
15487,221.0,3.0,0.0,0.0,0.0,0.0
15547,19.0,9.0,0.0,0.0,0.0,0.0
15571,1313.0,8.0,1.0,0.0,0.0,0.0
